keyboard_id,primitive,count
nisenan,use(,1
nko,any(,1
nko,nul,3
nko,store(,10
nko,use(,1
nkonya,any(,1
nkonya,index(,1
nkonya,mobile:developed,1
nkonya,store(,10
nkonya,use(,1
nlci_bengali_winscript,any(,17
nlci_bengali_winscript,beep,5
nlci_bengali_winscript,context,19
nlci_bengali_winscript,dk(,16
nlci_bengali_winscript,index(,8
nlci_bengali_winscript,nul,3
nlci_bengali_winscript,outs(,3
nlci_bengali_winscript,store(,18
nlci_bengali_winscript,use(,1
nlci_devanagari_winscript,any(,20
nlci_devanagari_winscript,beep,5
nlci_devanagari_winscript,context,19
nlci_devanagari_winscript,dk(,11
nlci_devanagari_winscript,index(,9
nlci_devanagari_winscript,outs(,3
nlci_devanagari_winscript,store(,19
nlci_devanagari_winscript,use(,1
nlci_gujarati_winscript,any(,17
nlci_gujarati_winscript,beep,5
nlci_gujarati_winscript,context,19
nlci_gujarati_winscript,dk(,14
nlci_gujarati_winscript,index(,8
nlci_gujarati_winscript,nul,4
nlci_gujarati_winscript,outs(,2
nlci_gujarati_winscript,store(,16
nlci_gujarati_winscript,use(,1
nlci_gurmukhi_winscript,any(,16
nlci_gurmukhi_winscript,beep,4
nlci_gurmukhi_winscript,context,17
nlci_gurmukhi_winscript,dk(,18
nlci_gurmukhi_winscript,index(,8
nlci_gurmukhi_winscript,nul,5
nlci_gurmukhi_winscript,outs(,3
nlci_gurmukhi_winscript,store(,18
nlci_gurmukhi_winscript,use(,1
nlci_ipa,any(,23
nlci_ipa,context,11
nlci_ipa,index(,13
nlci_ipa,store(,34
nlci_ipa,use(,1
nlci_kannada_winscript,any(,16
nlci_kannada_winscript,beep,4
nlci_kannada_winscript,context,17
nlci_kannada_winscript,dk(,13
nlci_kannada_winscript,index(,8
nlci_kannada_winscript,mobile:developed,1
nlci_kannada_winscript,nul,3
nlci_kannada_winscript,outs(,3
nlci_kannada_winscript,store(,18
nlci_kannada_winscript,use(,1
nlci_malayalam_winscript,any(,20
nlci_malayalam_winscript,beep,5
nlci_malayalam_winscript,context,17
nlci_malayalam_winscript,dk(,13
nlci_malayalam_winscript,index(,11
nlci_malayalam_winscript,nul,2
nlci_malayalam_winscript,outs(,3
nlci_malayalam_winscript,store(,19
nlci_malayalam_winscript,use(,1
nlci_oriya_winscript,any(,18
nlci_oriya_winscript,beep,4
nlci_oriya_winscript,context,18
nlci_oriya_winscript,dk(,16
nlci_oriya_winscript,index(,9
nlci_oriya_winscript,nul,3
nlci_oriya_winscript,outs(,3
nlci_oriya_winscript,store(,18
nlci_oriya_winscript,use(,1
nlci_tamil_winscript,any(,19
nlci_tamil_winscript,beep,4
nlci_tamil_winscript,context,16
nlci_tamil_winscript,dk(,14
nlci_tamil_winscript,index(,9
nlci_tamil_winscript,nul,4
nlci_tamil_winscript,outs(,3
nlci_tamil_winscript,store(,20
nlci_tamil_winscript,use(,1
nlci_telugu_winscript,any(,16
nlci_telugu_winscript,beep,4
nlci_telugu_winscript,context,17
nlci_telugu_winscript,dk(,13
nlci_telugu_winscript,index(,8
nlci_telugu_winscript,nul,2
nlci_telugu_winscript,outs(,3
nlci_telugu_winscript,store(,18
nlci_telugu_winscript,use(,1
nobonob,store(,8
nobonob,use(,1
northern_sierra_miwok,store(,7
northern_sierra_miwok,use(,1
nrc_crk_cans,any(,17
nrc_crk_cans,mobile:developed,1
nrc_crk_cans,store(,23
nrc_crk_cans,use(,1
nrc_makah,any(,4
nrc_makah,mobile:developed,1
nrc_makah,nul,4
nrc_makah,platform(,2
nrc_makah,store(,10
nrc_makah,use(,1
ntl_onekey,any(,1
ntl_onekey,index(,1
ntl_onekey,mobile:developed,1
ntl_onekey,store(,11
ntl_onekey,use(,1
numanggang,store(,8
numanggang,use(,1
nw_iranian_latin,any(,8
nw_iranian_latin,dk(,16
nw_iranian_latin,index(,8
nw_iranian_latin,match,1
nw_iranian_latin,mobile:developed,1
nw_iranian_latin,platform(,8
nw_iranian_latin,store(,27
nw_iranian_latin,use(,2
nyiakeng_puachue_hmong,any(,6
nyiakeng_puachue_hmong,index(,6
nyiakeng_puachue_hmong,nul,1
nyiakeng_puachue_hmong,store(,20
nyiakeng_puachue_hmong,use(,1
nzema,store(,8
nzema,use(,1
o_tissi,mobile:developed,1
o_tissi,store(,8
o_tissi,use(,1
obolo_chwerty,any(,63
obolo_chwerty,beep,2
obolo_chwerty,caps,52
obolo_chwerty,context,8
obolo_chwerty,if(,6
obolo_chwerty,index(,10
obolo_chwerty,mobile:developed,1
obolo_chwerty,nomatch,2
obolo_chwerty,nul,10
obolo_chwerty,store(,34
obolo_chwerty,use(,5
obolo_qwerty,any(,39
obolo_qwerty,beep,2
obolo_qwerty,context,2
obolo_qwerty,index(,10
obolo_qwerty,mobile:developed,1
obolo_qwerty,notany(,1
obolo_qwerty,nul,2
obolo_qwerty,store(,28
obolo_qwerty,use(,1
old_english,mobile:developed,1
old_english,store(,9
old_english,use(,1
old_hungarian,any(,19
old_hungarian,caps,105
old_hungarian,context,2
old_hungarian,dk(,2
old_hungarian,if(,4
old_hungarian,index(,5
old_hungarian,mobile:developed,1
old_hungarian,nomatch,1
old_hungarian,nul,1
old_hungarian,outs(,1
old_hungarian,platform(,4
old_hungarian,store(,21
old_hungarian,use(,5
old_hungarian_carpathian_highlands,any(,19
old_hungarian_carpathian_highlands,caps,115
old_hungarian_carpathian_highlands,context,2
old_hungarian_carpathian_highlands,dk(,2
old_hungarian_carpathian_highlands,if(,4
old_hungarian_carpathian_highlands,index(,5
old_hungarian_carpathian_highlands,nomatch,1
old_hungarian_carpathian_highlands,nul,1
old_hungarian_carpathian_highlands,outs(,1
old_hungarian_carpathian_highlands,platform(,4
old_hungarian_carpathian_highlands,store(,20
old_hungarian_carpathian_highlands,use(,5
old_korean,any(,1100
old_korean,dk(,1
old_korean,index(,680
old_korean,mobile:developed,1
old_korean,store(,489
old_korean,use(,1
old_north_arabian_phonetic,any(,3
old_north_arabian_phonetic,index(,2
old_north_arabian_phonetic,nul,3
old_north_arabian_phonetic,store(,14
old_north_arabian_phonetic,use(,1
old_permic,any(,3
old_permic,index(,2
old_permic,mobile:developed,1
old_permic,nul,3
old_permic,store(,13
old_permic,use(,1
old_persian,store(,8
old_persian,use(,1
old_sogdian,any(,1
old_sogdian,nul,3
old_sogdian,store(,9
old_sogdian,use(,1
old_turkic_udw21_qwerty,if(,110
old_turkic_udw21_qwerty,nul,4
old_turkic_udw21_qwerty,set(,287
old_turkic_udw21_qwerty,store(,12
old_turkic_udw21_qwerty,use(,5
old_uyghur,nul,39
old_uyghur,store(,10
old_uyghur,use(,1
optitrans_devanagari_sanskrit_pre_vedic,any(,28
optitrans_devanagari_sanskrit_pre_vedic,context,2
optitrans_devanagari_sanskrit_pre_vedic,index(,26
optitrans_devanagari_sanskrit_pre_vedic,store(,18
optitrans_devanagari_sanskrit_pre_vedic,use(,1
orma,any(,1
orma,index(,1
orma,mobile:developed,1
orma,store(,9
orma,use(,1
osage_nation,mobile:developed,1
osage_nation,store(,9
osage_nation,use(,1
osage_nation_new,any(,1
osage_nation_new,mobile:developed,1
osage_nation_new,nul,3
osage_nation_new,store(,10
osage_nation_new,use(,1
otoe_missouria,store(,9
otoe_missouria,use(,1
pa_oh,any(,330
pa_oh,context,48
pa_oh,index(,207
pa_oh,nul,2
pa_oh,outs(,15
pa_oh,store(,61
pa_oh,use(,1
pahawh_hmong_basic,any(,6
pahawh_hmong_basic,index(,6
pahawh_hmong_basic,mobile:developed,1
pahawh_hmong_basic,store(,20
pahawh_hmong_basic,use(,1
pak_urdu_phonetic,store(,8
pak_urdu_phonetic,use(,1
paleohispanic,any(,1
paleohispanic,nul,3
paleohispanic,store(,10
paleohispanic,use(,1
palmyrene,any(,4
palmyrene,index(,3
palmyrene,mobile:developed,1
palmyrene,nul,3
palmyrene,store(,16
palmyrene,use(,1
pan_kachin,caps,54
pan_kachin,store(,8
pan_kachin,use(,1
pashai,store(,10
pashai,use(,1
pau_cin_hau,any(,1
pau_cin_hau,index(,1
pau_cin_hau,mobile:developed,1
pau_cin_hau,store(,10
pau_cin_hau,use(,1
persian_phonetic,any(,1
persian_phonetic,dk(,2
persian_phonetic,index(,1
persian_phonetic,match,1
persian_phonetic,mobile:developed,1
persian_phonetic,store(,17
persian_phonetic,use(,2
phaistos_disc,any(,1
phaistos_disc,nul,3
phaistos_disc,store(,9
phaistos_disc,use(,1
phoenician,caps,52
phoenician,nul,52
phoenician,store(,8
phoenician,use(,1
phonetic_farsi,any(,21
phonetic_farsi,if(,152
phonetic_farsi,outs(,344
phonetic_farsi,set(,6
phonetic_farsi,store(,149
phonetic_farsi,use(,1
pid_piaroa,any(,1
pid_piaroa,index(,1
pid_piaroa,store(,9
pid_piaroa,use(,1
pingelap,store(,8
pingelap,use(,1
pinyin_typer,any(,176
pinyin_typer,index(,176
pinyin_typer,mobile:developed,1
pinyin_typer,store(,13
pinyin_typer,use(,1
poorigbelle,any(,10
poorigbelle,index(,10
poorigbelle,mobile:developed,1
poorigbelle,store(,19
poorigbelle,use(,5
poorna_malayalam_extended_inscript,nul,26
poorna_malayalam_extended_inscript,store(,9
poorna_malayalam_extended_inscript,use(,1
poorna_malayalam_typewriter,nul,26
poorna_malayalam_typewriter,store(,9
poorna_malayalam_typewriter,use(,1
postmodern_english_uk_dualstroke,dk(,50
postmodern_english_uk_dualstroke,mobile:developed,1
postmodern_english_uk_dualstroke,store(,7
postmodern_english_uk_dualstroke,use(,1
postmodern_english_uk_natural,dk(,42
postmodern_english_uk_natural,mobile:developed,1
postmodern_english_uk_natural,store(,8
postmodern_english_uk_natural,use(,1
postmodern_english_us_dualstroke,dk(,50
postmodern_english_us_dualstroke,mobile:developed,1
postmodern_english_us_dualstroke,store(,7
postmodern_english_us_dualstroke,use(,1
postmodern_english_us_natural,dk(,42
postmodern_english_us_natural,mobile:developed,1
postmodern_english_us_natural,store(,8
postmodern_english_us_natural,use(,1
programmer_dvorak,store(,7
programmer_dvorak,use(,1
psalter_pahlavi_phonetic,any(,5
psalter_pahlavi_phonetic,index(,4
psalter_pahlavi_phonetic,mobile:developed,1
psalter_pahlavi_phonetic,nul,3
psalter_pahlavi_phonetic,store(,18
psalter_pahlavi_phonetic,use(,1
pt_azerty,any(,5
pt_azerty,caps,54
pt_azerty,dk(,10
pt_azerty,index(,5
pt_azerty,match,1
pt_azerty,store(,18
pt_azerty,use(,2
pt_international,caps,76
pt_international,store(,7
pt_international,use(,1
pt_pro,any(,5
pt_pro,caps,54
pt_pro,dk(,10
pt_pro,index(,5
pt_pro,match,1
pt_pro,store(,18
pt_pro,use(,2
pukapuka,any(,14
pukapuka,context,1
pukapuka,index(,13
pukapuka,mobile:developed,1
pukapuka,store(,14
pukapuka,use(,1
pulaar_ajamiya_qwerty,any(,4
pulaar_ajamiya_qwerty,index(,3
pulaar_ajamiya_qwerty,mobile:developed,1
pulaar_ajamiya_qwerty,nul,3
pulaar_ajamiya_qwerty,store(,17
pulaar_ajamiya_qwerty,use(,1
qom,any(,5
qom,caps,54
qom,dk(,10
qom,index(,5
qom,match,1
qom,mobile:developed,1
qom,store(,18
qom,use(,2
quinault,store(,10
quinault,use(,1
qwerty_farang,deadkey(,2
qwerty_farang,mobile:developed,1
qwerty_farang,store(,9
qwerty_farang,use(,1
rac_aer,store(,11
rac_aer,use(,1
rac_arabic,store(,12
rac_arabic,use(,1
rac_balti,store(,14
rac_balti,use(,1
rac_brahui,store(,14
rac_brahui,use(,1
rac_brahui_latin,store(,9
rac_brahui_latin,use(,1
rac_burushaski,store(,11
rac_burushaski,use(,1
rac_dameli,store(,11
rac_dameli,use(,1
rac_dhatki,mobile:developed,1
rac_dhatki,platform(,1
rac_dhatki,store(,11
rac_dhatki,use(,1
rac_dogri,mobile:developed,1
rac_dogri,store(,12
rac_dogri,use(,1
rac_gawar_bati,mobile:developed,1
rac_gawar_bati,store(,11
rac_gawar_bati,use(,1
rac_gawri,mobile:developed,1
rac_gawri,store(,12
rac_gawri,use(,1
rac_hazaragi,mobile:developed,1
rac_hazaragi,store(,11
rac_hazaragi,use(,1
rac_hindko,store(,13
rac_hindko,use(,1
rac_indus_kohistani,mobile:developed,1
rac_indus_kohistani,store(,14
rac_indus_kohistani,use(,1
rac_kalasha,store(,14
rac_kalasha,use(,1
rac_kashmir_shina,mobile:developed,1
rac_kashmir_shina,store(,11
rac_kashmir_shina,use(,1
rac_kashmiri,store(,15
rac_kashmiri,use(,1
rac_khowar,mobile:developed,1
rac_khowar,store(,14
rac_khowar,use(,1
rac_marwari,mobile:developed,1
rac_marwari,store(,12
rac_marwari,use(,1
rac_munji,mobile:developed,1
rac_munji,store(,15
rac_munji,use(,1
rac_oadki,store(,11
rac_oadki,use(,1
rac_ormuri,mobile:developed,1
rac_ormuri,store(,11
rac_ormuri,use(,1
rac_pahari,store(,12
rac_pahari,use(,1
rac_palula,store(,14
rac_palula,use(,1
rac_parkari_koli,store(,11
rac_parkari_koli,use(,1
rac_pashai,mobile:developed,1
rac_pashai,store(,12
rac_pashai,use(,1
rac_pashto,mobile:developed,1
rac_pashto,store(,12
rac_pashto,use(,1
rac_saraiki,dk(,1
rac_saraiki,mobile:developed,1
rac_saraiki,store(,13
rac_saraiki,use(,1
rac_shina,mobile:developed,1
rac_shina,store(,14
rac_shina,use(,1
rac_sindhi,store(,14
rac_sindhi,use(,1
rac_torwali,store(,15
rac_torwali,use(,1
rac_urdu,store(,14
rac_urdu,use(,1
rac_ushojo,store(,13
rac_ushojo,use(,1
rac_uyghur,mobile:developed,1
rac_uyghur,store(,14
rac_uyghur,use(,1
rac_wadiyara,mobile:developed,1
rac_wadiyara,store(,15
rac_wadiyara,use(,1
rac_wakhi,mobile:developed,1
rac_wakhi,store(,13
rac_wakhi,use(,1
rac_western_punjabi,mobile:developed,1
rac_western_punjabi,store(,13
rac_western_punjabi,use(,1
rac_yidgha,store(,13
rac_yidgha,use(,1
rawang,any(,87
rawang,caps,1
rawang,context,2
rawang,if(,4
rawang,index(,84
rawang,mobile:developed,1
rawang,nomatch,2
rawang,nul,1
rawang,store(,25
rawang,use(,5
rejang,any(,1
rejang,nul,3
rejang,store(,9
rejang,use(,1
remington_gail,any(,16
remington_gail,caps,2
remington_gail,context,1
remington_gail,index(,15
remington_gail,mobile:developed,1
remington_gail,store(,28
remington_gail,use(,1
rohingya_arab,any(,49
rohingya_arab,beep,8
rohingya_arab,context,20
rohingya_arab,deadkey(,2
rohingya_arab,index(,21
rohingya_arab,mobile:developed,1
rohingya_arab,outs(,8
rohingya_arab,store(,33
rohingya_arab,use(,1
romanian_popak,any(,12
romanian_popak,caps,66
romanian_popak,dk(,23
romanian_popak,index(,12
romanian_popak,match,1
romanian_popak,store(,32
romanian_popak,use(,2
rossel,any(,16
rossel,store(,13
rossel,use(,1
ruanglat,mobile:developed,1
ruanglat,store(,8
ruanglat,use(,1
runeboard,mobile:developed,1
runeboard,nul,3
runeboard,store(,9
runeboard,use(,1
russian_mnemonic_r,any(,8
russian_mnemonic_r,caps,96
russian_mnemonic_r,context,8
russian_mnemonic_r,dk(,227
russian_mnemonic_r,index(,8
russian_mnemonic_r,match,1
russian_mnemonic_r,mobile:developed,1
russian_mnemonic_r,notany(,8
russian_mnemonic_r,store(,22
russian_mnemonic_r,use(,2
rusyn,mobile:developed,1
rusyn,store(,9
rusyn,use(,1
sabdalipi_assamese,dk(,11
sabdalipi_assamese,store(,13
sabdalipi_assamese,use(,1
sahaptin_umatilla,store(,7
sahaptin_umatilla,use(,1
sahaptin_yakima,any(,1
sahaptin_yakima,dk(,1
sahaptin_yakima,mobile:developed,1
sahaptin_yakima,store(,8
sahaptin_yakima,use(,1
sahtu,store(,6
sahtu,use(,1
salako_rara,any(,3
salako_rara,caps,2
salako_rara,context,2
salako_rara,if(,4
salako_rara,mobile:developed,1
salako_rara,nomatch,2
salako_rara,nul,1
salako_rara,store(,14
salako_rara,use(,5
samaritan,any(,6
samaritan,index(,5
samaritan,mobile:developed,1
samaritan,nul,3
samaritan,store(,20
samaritan,use(,1
sanjha_punjabi,store(,10
sanjha_punjabi,use(,1
santali_latin,store(,7
santali_latin,use(,1
saraiki,mobile:developed,1
saraiki,store(,9
saraiki,use(,1
satere,any(,1
satere,caps,76
satere,dk(,3
satere,index(,1
satere,mobile:developed,1
satere,store(,9
satere,use(,1
saurashtra_inscript,any(,8
saurashtra_inscript,index(,7
saurashtra_inscript,mobile:developed,1
saurashtra_inscript,nul,3
saurashtra_inscript,store(,23
saurashtra_inscript,use(,1
sgaw_karen,store(,7
sgaw_karen,use(,1
shahmukhi_phonetic,any(,1
shahmukhi_phonetic,nul,3
shahmukhi_phonetic,store(,11
shahmukhi_phonetic,use(,1
shan,mobile:developed,1
shan,platform(,16
shan,store(,10
shan,use(,1
shan_thailayout,store(,8
shan_thailayout,use(,1
shanghai_jamo,any(,1242
shanghai_jamo,dk(,4
shanghai_jamo,index(,707
shanghai_jamo,mobile:developed,1
shanghai_jamo,store(,496
shanghai_jamo,use(,1
shanghai_telex,any(,2995
shanghai_telex,caps,2
shanghai_telex,context,155
shanghai_telex,dk(,2
shanghai_telex,if(,4
shanghai_telex,index(,1833
shanghai_telex,mobile:developed,1
shanghai_telex,nomatch,2
shanghai_telex,nul,3
shanghai_telex,store(,230
shanghai_telex,use(,5
sharada_inscript,any(,8
sharada_inscript,index(,7
sharada_inscript,mobile:developed,1
sharada_inscript,nul,3
sharada_inscript,store(,23
sharada_inscript,use(,1
shaw_2layer,mobile:developed,1
shaw_2layer,store(,9
shaw_2layer,use(,1
shebek,mobile:developed,1
shebek,nul,1
shebek,store(,9
shebek,use(,1
siddham_inscript,mobile:developed,1
siddham_inscript,store(,9
siddham_inscript,use(,1
sil_akebu,any(,14
sil_akebu,beep,47
sil_akebu,caps,2
sil_akebu,context,9
sil_akebu,dk(,5
sil_akebu,index(,5
sil_akebu,match,1
sil_akebu,mobile:developed,1
sil_akebu,nul,1
sil_akebu,platform(,2
sil_akebu,store(,24
sil_akebu,use(,2
sil_akha_act,any(,5
sil_akha_act,index(,5
sil_akha_act,mobile:developed,1
sil_akha_act,store(,20
sil_akha_act,use(,1
sil_arabic_phonetic,any(,9
sil_arabic_phonetic,context,1
sil_arabic_phonetic,dk(,13
sil_arabic_phonetic,index(,9
sil_arabic_phonetic,match,1
sil_arabic_phonetic,mobile:developed,1
sil_arabic_phonetic,store(,23
sil_arabic_phonetic,use(,2
sil_areare,mobile:developed,1
sil_areare,store(,9
sil_areare,use(,1
sil_bari,store(,8
sil_bari,use(,1
sil_bengali_phonetic,any(,1
sil_bengali_phonetic,deadkey(,1
sil_bengali_phonetic,dk(,20
sil_bengali_phonetic,mobile:developed,1
sil_bengali_phonetic,nul,3
sil_bengali_phonetic,store(,9
sil_bengali_phonetic,use(,1
sil_bolivia,any(,5
sil_bolivia,caps,61
sil_bolivia,dk(,34
sil_bolivia,index(,5
sil_bolivia,match,1
sil_bolivia,mobile:developed,1
sil_bolivia,store(,18
sil_bolivia,use(,2
sil_boonkit,any(,17
sil_boonkit,context,3
sil_boonkit,index(,7
sil_boonkit,nul,2
sil_boonkit,store(,20
sil_boonkit,use(,1
sil_brao,store(,10
sil_brao,use(,1
sil_bru,caps,68
sil_bru,store(,8
sil_bru,use(,1
sil_buang,store(,8
sil_buang,use(,1
sil_bunong,mobile:developed,1
sil_bunong,nul,14
sil_bunong,store(,11
sil_bunong,use(,1
sil_bunong_latn,any(,8
sil_bunong_latn,store(,8
sil_bunong_latn,use(,1
sil_busa,any(,33
sil_busa,beep,4
sil_busa,context,14
sil_busa,index(,8
sil_busa,mobile:developed,1
sil_busa,nul,2
sil_busa,outs(,4
sil_busa,store(,23
sil_busa,use(,1
sil_bwe_karen,mobile:developed,1
sil_bwe_karen,store(,9
sil_bwe_karen,use(,1
sil_cameroon_azerty,any(,48
sil_cameroon_azerty,beep,8
sil_cameroon_azerty,caps,2
sil_cameroon_azerty,context,37
sil_cameroon_azerty,dk(,37
sil_cameroon_azerty,index(,11
sil_cameroon_azerty,match,1
sil_cameroon_azerty,mobile:developed,1
sil_cameroon_azerty,nul,1
sil_cameroon_azerty,platform(,2
sil_cameroon_azerty,store(,36
sil_cameroon_azerty,use(,2
sil_cameroon_qwerty,any(,42
sil_cameroon_qwerty,beep,21
sil_cameroon_qwerty,context,36
sil_cameroon_qwerty,dk(,10
sil_cameroon_qwerty,index(,6
sil_cameroon_qwerty,match,1
sil_cameroon_qwerty,mobile:developed,1
sil_cameroon_qwerty,nul,12
sil_cameroon_qwerty,platform(,3
sil_cameroon_qwerty,store(,25
sil_cameroon_qwerty,use(,2
sil_cham_phonetic,any(,2
sil_cham_phonetic,index(,2
sil_cham_phonetic,store(,12
sil_cham_phonetic,use(,1
sil_cherokee_nation,nul,1
sil_cherokee_nation,store(,9
sil_cherokee_nation,use(,1
sil_cheyenne,any(,4
sil_cheyenne,index(,4
sil_cheyenne,mobile:developed,1
sil_cheyenne,store(,14
sil_cheyenne,use(,1
sil_cipher_music,if(,4
sil_cipher_music,set(,1
sil_cipher_music,store(,14
sil_cipher_music,use(,1
sil_colombia_venezuela,any(,69
sil_colombia_venezuela,index(,21
sil_colombia_venezuela,mobile:developed,1
sil_colombia_venezuela,store(,34
sil_colombia_venezuela,use(,1
sil_devanagari_phonetic,any(,10
sil_devanagari_phonetic,beep,1
sil_devanagari_phonetic,context,2
sil_devanagari_phonetic,dk(,15
sil_devanagari_phonetic,index(,9
sil_devanagari_phonetic,mobile:developed,1
sil_devanagari_phonetic,store(,16
sil_devanagari_phonetic,use(,1
sil_devanagari_romanized,any(,2
sil_devanagari_romanized,dk(,26
sil_devanagari_romanized,index(,2
sil_devanagari_romanized,store(,18
sil_devanagari_romanized,use(,1
sil_devanagari_typewriter,any(,3
sil_devanagari_typewriter,index(,3
sil_devanagari_typewriter,store(,18
sil_devanagari_typewriter,use(,1
sil_dzongkha,any(,2
sil_dzongkha,dk(,3
sil_dzongkha,index(,2
sil_dzongkha,nul,9
sil_dzongkha,outs(,44
sil_dzongkha,store(,55
sil_dzongkha,use(,2
sil_eastern_congo,any(,54
sil_eastern_congo,dk(,8
sil_eastern_congo,index(,24
sil_eastern_congo,mobile:developed,1
sil_eastern_congo,outs(,1
sil_eastern_congo,store(,25
sil_eastern_congo,use(,20
sil_el_ethiopian_latin,any(,8
sil_el_ethiopian_latin,index(,8
sil_el_ethiopian_latin,store(,16
sil_el_ethiopian_latin,use(,1
sil_ethiopic,any(,15
sil_ethiopic,dk(,2
sil_ethiopic,index(,15
sil_ethiopic,store(,19
sil_ethiopic,use(,1
sil_ethiopic_power_g,any(,16
sil_ethiopic_power_g,dk(,4
sil_ethiopic_power_g,index(,16
sil_ethiopic_power_g,store(,19
sil_ethiopic_power_g,use(,1
sil_euro_latin,any(,38
sil_euro_latin,caps,1
sil_euro_latin,context,2
sil_euro_latin,dk(,93
sil_euro_latin,if(,21
sil_euro_latin,index(,23
sil_euro_latin,mobile:developed,1
sil_euro_latin,nomatch,1
sil_euro_latin,nul,1
sil_euro_latin,outs(,1
sil_euro_latin,platform(,4
sil_euro_latin,store(,58
sil_euro_latin,use(,6
sil_extended_urdu_np,mobile:developed,1
sil_extended_urdu_np,store(,10
sil_extended_urdu_np,use(,1
sil_gawri,any(,3
sil_gawri,index(,3
sil_gawri,mobile:developed,1
sil_gawri,store(,16
sil_gawri,use(,1
sil_greek_polytonic,any(,776
sil_greek_polytonic,beep,2
sil_greek_polytonic,context,57
sil_greek_polytonic,index(,281
sil_greek_polytonic,mobile:developed,1
sil_greek_polytonic,nul,39
sil_greek_polytonic,outs(,168
sil_greek_polytonic,store(,246
sil_greek_polytonic,use(,13
sil_hawaiian,caps,64
sil_hawaiian,mobile:developed,1
sil_hawaiian,store(,8
sil_hawaiian,use(,1
sil_hebr_grek_trans,mobile:developed,1
sil_hebr_grek_trans,store(,7
sil_hebr_grek_trans,use(,1
sil_hebrew,any(,9
sil_hebrew,context,3
sil_hebrew,index(,8
sil_hebrew,mobile:developed,1
sil_hebrew,nul,3
sil_hebrew,store(,25
sil_hebrew,use(,1
sil_hebrew_legacy,any(,5
sil_hebrew_legacy,index(,4
sil_hebrew_legacy,mobile:developed,1
sil_hebrew_legacy,nul,3
sil_hebrew_legacy,store(,23
sil_hebrew_legacy,use(,1
sil_hmd_plrd,any(,1
sil_hmd_plrd,index(,1
sil_hmd_plrd,mobile:developed,1
sil_hmd_plrd,nul,1
sil_hmd_plrd,store(,11
sil_hmd_plrd,use(,1
sil_hupdah,store(,17
sil_hupdah,use(,1
sil_indic_roman,any(,9
sil_indic_roman,deadkey(,37
sil_indic_roman,index(,9
sil_indic_roman,store(,27
sil_indic_roman,use(,1
sil_ipa,any(,37
sil_ipa,beep,3
sil_ipa,context,14
sil_ipa,if(,30
sil_ipa,index(,22
sil_ipa,mobile:developed,1
sil_ipa,set(,1
sil_ipa,store(,47
sil_ipa,use(,1
sil_jarai,any(,4
sil_jarai,caps,1
sil_jarai,context,5
sil_jarai,if(,3
sil_jarai,match,1
sil_jarai,nul,1
sil_jarai,outs(,7
sil_jarai,store(,20
sil_jarai,use(,3
sil_kayah_kali,any(,1
sil_kayah_kali,index(,1
sil_kayah_kali,mobile:developed,1
sil_kayah_kali,store(,11
sil_kayah_kali,use(,1
sil_kayah_latn,any(,1
sil_kayah_latn,index(,1
sil_kayah_latn,store(,10
sil_kayah_latn,use(,1
sil_kayah_mymr,any(,446
sil_kayah_mymr,context,108
sil_kayah_mymr,index(,126
sil_kayah_mymr,nul,3
sil_kayah_mymr,outs(,14
sil_kayah_mymr,store(,53
sil_kayah_mymr,use(,1
sil_kcho,any(,27
sil_kcho,context,7
sil_kcho,index(,20
sil_kcho,mobile:developed,1
sil_kcho,outs(,3
sil_kcho,store(,25
sil_kcho,use(,1
sil_khamti,any(,289
sil_khamti,context,88
sil_khamti,index(,91
sil_khamti,nul,3
sil_khamti,store(,26
sil_khamti,use(,1
sil_khmer,any(,25
sil_khmer,index(,25
sil_khmer,store(,39
sil_khmer,use(,1
sil_khowar,store(,10
sil_khowar,use(,1
sil_kmhmu,any(,9
sil_kmhmu,context,1
sil_kmhmu,index(,8
sil_kmhmu,mobile:developed,1
sil_kmhmu,nomatch,1
sil_kmhmu,outs(,3
sil_kmhmu,store(,26
sil_kmhmu,use(,2
sil_korda_jamo,any(,43
sil_korda_jamo,beep,11
sil_korda_jamo,context,20
sil_korda_jamo,dk(,4
sil_korda_jamo,index(,5
sil_korda_jamo,nomatch,4
sil_korda_jamo,store(,24
sil_korda_jamo,use(,9
sil_korda_latin,any(,111
sil_korda_latin,beep,17
sil_korda_latin,context,93
sil_korda_latin,dk(,4
sil_korda_latin,index(,6
sil_korda_latin,match,3
sil_korda_latin,nomatch,2
sil_korda_latin,nul,1
sil_korda_latin,store(,36
sil_korda_latin,use(,42
sil_korean_morse,any(,30
sil_korean_morse,beep,7
sil_korean_morse,context,10
sil_korean_morse,dk(,3
sil_korean_morse,index(,6
sil_korean_morse,nomatch,4
sil_korean_morse,store(,21
sil_korean_morse,use(,7
sil_kvl_kayaw,store(,8
sil_kvl_kayaw,use(,1
sil_lavukaleve,store(,8
sil_lavukaleve,use(,1
sil_lepcha,any(,23
sil_lepcha,beep,6
sil_lepcha,context,6
sil_lepcha,index(,11
sil_lepcha,store(,36
sil_lepcha,use(,1
sil_limbu_phonetic,nul,10
sil_limbu_phonetic,store(,8
sil_limbu_phonetic,use(,1
sil_limbu_typewriter,nul,1
sil_limbu_typewriter,store(,8
sil_limbu_typewriter,use(,1
sil_lisu_basic,any(,4
sil_lisu_basic,beep,1
sil_lisu_basic,index(,3
sil_lisu_basic,nul,1
sil_lisu_basic,store(,15
