keyboard_id,primitive,count
sil_lisu_basic,use(,1
sil_lisu_standard,any(,2
sil_lisu_standard,beep,1
sil_lisu_standard,index(,1
sil_lisu_standard,store(,11
sil_lisu_standard,use(,1
sil_lpo_plrd,nul,1
sil_lpo_plrd,store(,7
sil_lpo_plrd,use(,1
sil_madi,any(,15
sil_madi,context,8
sil_madi,dk(,2
sil_madi,index(,7
sil_madi,mobile:developed,1
sil_madi,nul,2
sil_madi,store(,13
sil_madi,use(,1
sil_makuri,caps,48
sil_makuri,mobile:developed,1
sil_makuri,platform(,2
sil_makuri,store(,8
sil_makuri,use(,1
sil_mali_azerty,any(,47
sil_mali_azerty,beep,10
sil_mali_azerty,context,30
sil_mali_azerty,index(,20
sil_mali_azerty,outs(,10
sil_mali_azerty,store(,47
sil_mali_azerty,use(,9
sil_mali_qwerty,any(,52
sil_mali_qwerty,beep,10
sil_mali_qwerty,context,25
sil_mali_qwerty,index(,23
sil_mali_qwerty,mobile:developed,1
sil_mali_qwerty,outs(,9
sil_mali_qwerty,platform(,2
sil_mali_qwerty,store(,49
sil_mali_qwerty,use(,14
sil_mali_qwertz,any(,53
sil_mali_qwertz,beep,10
sil_mali_qwertz,context,25
sil_mali_qwertz,index(,27
sil_mali_qwertz,outs(,8
sil_mali_qwertz,store(,48
sil_mali_qwertz,use(,5
sil_mende_kikakui,any(,29
sil_mende_kikakui,dk(,2
sil_mende_kikakui,index(,28
sil_mende_kikakui,mobile:developed,1
sil_mende_kikakui,nul,3
sil_mende_kikakui,store(,48
sil_mende_kikakui,use(,1
sil_mon,any(,3
sil_mon,index(,3
sil_mon,store(,13
sil_mon,use(,1
sil_moore,any(,24
sil_moore,beep,1
sil_moore,caps,27
sil_moore,context,2
sil_moore,dk(,20
sil_moore,index(,20
sil_moore,store(,43
sil_moore,use(,1
sil_myanmar_my3,any(,64
sil_myanmar_my3,context,22
sil_myanmar_my3,index(,33
sil_myanmar_my3,mobile:developed,1
sil_myanmar_my3,nul,2
sil_myanmar_my3,outs(,6
sil_myanmar_my3,store(,46
sil_myanmar_my3,use(,1
sil_myanmar_mywinext,any(,224
sil_myanmar_mywinext,context,46
sil_myanmar_mywinext,index(,120
sil_myanmar_mywinext,nul,2
sil_myanmar_mywinext,outs(,11
sil_myanmar_mywinext,store(,52
sil_myanmar_mywinext,use(,1
sil_nigeria_dot,any(,48
sil_nigeria_dot,deadkey(,34
sil_nigeria_dot,dk(,75
sil_nigeria_dot,index(,48
sil_nigeria_dot,store(,25
sil_nigeria_dot,use(,16
sil_nigeria_odd_vowels,any(,35
sil_nigeria_odd_vowels,deadkey(,27
sil_nigeria_odd_vowels,dk(,68
sil_nigeria_odd_vowels,index(,35
sil_nigeria_odd_vowels,store(,26
sil_nigeria_odd_vowels,use(,3
sil_nigeria_underline,any(,40
sil_nigeria_underline,deadkey(,34
sil_nigeria_underline,dk(,75
sil_nigeria_underline,index(,40
sil_nigeria_underline,store(,24
sil_nigeria_underline,use(,11
sil_nko,any(,9
sil_nko,index(,9
sil_nko,mobile:developed,1
sil_nko,store(,27
sil_nko,use(,1
sil_nubian,dk(,5
sil_nubian,nul,2
sil_nubian,store(,9
sil_nubian,use(,1
sil_pan_africa_mnemonic,any(,111
sil_pan_africa_mnemonic,beep,1
sil_pan_africa_mnemonic,dk(,11
sil_pan_africa_mnemonic,index(,66
sil_pan_africa_mnemonic,outs(,24
sil_pan_africa_mnemonic,store(,104
sil_pan_africa_mnemonic,use(,7
sil_pan_africa_positional,any(,117
sil_pan_africa_positional,beep,1
sil_pan_africa_positional,dk(,11
sil_pan_africa_positional,index(,72
sil_pan_africa_positional,outs(,24
sil_pan_africa_positional,store(,110
sil_pan_africa_positional,use(,9
sil_philippines,any(,5
sil_philippines,dk(,143
sil_philippines,index(,5
sil_philippines,store(,14
sil_philippines,use(,1
sil_sahu,any(,1
sil_sahu,index(,1
sil_sahu,mobile:developed,1
sil_sahu,store(,10
sil_sahu,use(,1
sil_senegal_bqj_azerty,any(,3
sil_senegal_bqj_azerty,beep,8
sil_senegal_bqj_azerty,caps,42
sil_senegal_bqj_azerty,context,2
sil_senegal_bqj_azerty,if(,4
sil_senegal_bqj_azerty,mobile:developed,1
sil_senegal_bqj_azerty,nomatch,3
sil_senegal_bqj_azerty,nul,1
sil_senegal_bqj_azerty,store(,17
sil_senegal_bqj_azerty,use(,5
sil_senegal_bsc_azerty,any(,3
sil_senegal_bsc_azerty,beep,6
sil_senegal_bsc_azerty,caps,22
sil_senegal_bsc_azerty,context,2
sil_senegal_bsc_azerty,if(,4
sil_senegal_bsc_azerty,mobile:developed,1
sil_senegal_bsc_azerty,nomatch,3
sil_senegal_bsc_azerty,nul,1
sil_senegal_bsc_azerty,store(,17
sil_senegal_bsc_azerty,use(,5
sil_senegal_cou_azerty,beep,3
sil_senegal_cou_azerty,mobile:developed,1
sil_senegal_cou_azerty,nomatch,1
sil_senegal_cou_azerty,store(,11
sil_senegal_cou_azerty,use(,1
sil_senegal_cou_qwerty,any(,3
sil_senegal_cou_qwerty,beep,6
sil_senegal_cou_qwerty,caps,42
sil_senegal_cou_qwerty,context,2
sil_senegal_cou_qwerty,if(,4
sil_senegal_cou_qwerty,mobile:developed,1
sil_senegal_cou_qwerty,nomatch,3
sil_senegal_cou_qwerty,nul,1
sil_senegal_cou_qwerty,store(,16
sil_senegal_cou_qwerty,use(,5
sil_senegal_csk_azerty,any(,3
sil_senegal_csk_azerty,beep,5
sil_senegal_csk_azerty,caps,44
sil_senegal_csk_azerty,context,2
sil_senegal_csk_azerty,if(,4
sil_senegal_csk_azerty,mobile:developed,1
sil_senegal_csk_azerty,nomatch,3
sil_senegal_csk_azerty,nul,1
sil_senegal_csk_azerty,store(,17
sil_senegal_csk_azerty,use(,5
sil_senegal_dyo_azerty,beep,4
sil_senegal_dyo_azerty,mobile:developed,1
sil_senegal_dyo_azerty,nomatch,1
sil_senegal_dyo_azerty,store(,12
sil_senegal_dyo_azerty,use(,1
sil_senegal_gsl_azerty,beep,4
sil_senegal_gsl_azerty,mobile:developed,1
sil_senegal_gsl_azerty,nomatch,1
sil_senegal_gsl_azerty,store(,12
sil_senegal_gsl_azerty,use(,1
sil_senegal_knf_azerty,any(,3
sil_senegal_knf_azerty,beep,4
sil_senegal_knf_azerty,caps,40
sil_senegal_knf_azerty,context,2
sil_senegal_knf_azerty,if(,4
sil_senegal_knf_azerty,mobile:developed,1
sil_senegal_knf_azerty,nomatch,3
sil_senegal_knf_azerty,nul,1
sil_senegal_knf_azerty,store(,17
sil_senegal_knf_azerty,use(,5
sil_senegal_krx_azerty,beep,4
sil_senegal_krx_azerty,mobile:developed,1
sil_senegal_krx_azerty,nomatch,1
sil_senegal_krx_azerty,store(,12
sil_senegal_krx_azerty,use(,1
sil_senegal_krx_qwerty,any(,3
sil_senegal_krx_qwerty,beep,5
sil_senegal_krx_qwerty,caps,43
sil_senegal_krx_qwerty,context,2
sil_senegal_krx_qwerty,if(,4
sil_senegal_krx_qwerty,mobile:developed,1
sil_senegal_krx_qwerty,nomatch,3
sil_senegal_krx_qwerty,nul,1
sil_senegal_krx_qwerty,store(,16
sil_senegal_krx_qwerty,use(,5
sil_senegal_ndv_azerty,beep,4
sil_senegal_ndv_azerty,mobile:developed,1
sil_senegal_ndv_azerty,nomatch,1
sil_senegal_ndv_azerty,store(,11
sil_senegal_ndv_azerty,use(,1
sil_senegal_sav_azerty,beep,4
sil_senegal_sav_azerty,mobile:developed,1
sil_senegal_sav_azerty,nomatch,1
sil_senegal_sav_azerty,store(,11
sil_senegal_sav_azerty,use(,1
sil_senegal_snf_azerty,beep,4
sil_senegal_snf_azerty,mobile:developed,1
sil_senegal_snf_azerty,nomatch,1
sil_senegal_snf_azerty,store(,11
sil_senegal_snf_azerty,use(,1
sil_senegal_srr_azerty,beep,4
sil_senegal_srr_azerty,mobile:developed,1
sil_senegal_srr_azerty,nomatch,1
sil_senegal_srr_azerty,store(,12
sil_senegal_srr_azerty,use(,1
sil_senegal_wo_azerty,beep,4
sil_senegal_wo_azerty,mobile:developed,1
sil_senegal_wo_azerty,nomatch,1
sil_senegal_wo_azerty,store(,11
sil_senegal_wo_azerty,use(,1
sil_sgaw_karen,any(,3
sil_sgaw_karen,context,7
sil_sgaw_karen,match,1
sil_sgaw_karen,mobile:developed,1
sil_sgaw_karen,nul,1
sil_sgaw_karen,store(,10
sil_sgaw_karen,use(,2
sil_shan,any(,582
sil_shan,context,130
sil_shan,index(,212
sil_shan,nul,1
sil_shan,outs(,22
sil_shan,store(,45
sil_shan,use(,1
sil_taang,any(,133
sil_taang,context,35
sil_taang,index(,45
sil_taang,mobile:developed,1
sil_taang,nul,2
sil_taang,outs(,9
sil_taang,store(,45
sil_taang,use(,1
sil_tagdal,any(,2
sil_tagdal,beep,1
sil_tagdal,context,2
sil_tagdal,mobile:developed,1
sil_tagdal,store(,9
sil_tagdal,use(,1
sil_tai_dam,store(,9
sil_tai_dam,use(,1
sil_tai_dam_lao,caps,10
sil_tai_dam_lao,store(,9
sil_tai_dam_lao,use(,1
sil_tai_dam_latin,any(,20
sil_tai_dam_latin,context,20
sil_tai_dam_latin,store(,12
sil_tai_dam_latin,use(,1
sil_tai_dam_typewriter,store(,9
sil_tai_dam_typewriter,use(,1
sil_tanguat,any(,4
sil_tanguat,caps,1
sil_tanguat,context,2
sil_tanguat,if(,4
sil_tanguat,index(,1
sil_tanguat,mobile:developed,1
sil_tanguat,nomatch,2
sil_tanguat,nul,1
sil_tanguat,store(,12
sil_tanguat,use(,5
sil_tawallammat,mobile:developed,1
sil_tawallammat,platform(,6
sil_tawallammat,store(,8
sil_tawallammat,use(,1
sil_tchad,any(,18
sil_tchad,dk(,4
sil_tchad,index(,18
sil_tchad,mobile:developed,1
sil_tchad,platform(,30
sil_tchad,store(,22
sil_tchad,use(,1
sil_tchad_faux_azerty,any(,17
sil_tchad_faux_azerty,dk(,1
sil_tchad_faux_azerty,index(,17
sil_tchad_faux_azerty,mobile:developed,1
sil_tchad_faux_azerty,platform(,30
sil_tchad_faux_azerty,store(,21
sil_tchad_faux_azerty,use(,1
sil_tchad_qwerty,any(,17
sil_tchad_qwerty,dk(,1
sil_tchad_qwerty,index(,17
sil_tchad_qwerty,mobile:developed,1
sil_tchad_qwerty,platform(,30
sil_tchad_qwerty,store(,21
sil_tchad_qwerty,use(,1
sil_temiar,mobile:developed,1
sil_temiar,store(,8
sil_temiar,use(,1
sil_tepehuan,any(,10
sil_tepehuan,index(,10
sil_tepehuan,store(,21
sil_tepehuan,use(,1
sil_torwali,store(,13
sil_torwali,use(,1
sil_tunisian,store(,11
sil_tunisian,use(,1
sil_uganda_tanzania,any(,41
sil_uganda_tanzania,dk(,1
sil_uganda_tanzania,index(,31
sil_uganda_tanzania,mobile:developed,1
sil_uganda_tanzania,platform(,2
sil_uganda_tanzania,store(,25
sil_uganda_tanzania,use(,1
sil_vai,dk(,417
sil_vai,store(,9
sil_vai,use(,1
sil_wayuu,any(,11
sil_wayuu,deadkey(,3
sil_wayuu,dk(,6
sil_wayuu,index(,8
sil_wayuu,mobile:developed,1
sil_wayuu,store(,23
sil_wayuu,use(,1
sil_ygp_plrd,nul,1
sil_ygp_plrd,store(,7
sil_ygp_plrd,use(,1
sil_yi,any(,1
sil_yi,mobile:developed,1
sil_yi,nul,3
sil_yi,store(,10
sil_yi,use(,1
sil_yna_plrd,store(,7
sil_yna_plrd,use(,1
sil_yoruba8,any(,49
sil_yoruba8,dk(,22
sil_yoruba8,if(,26
sil_yoruba8,index(,29
sil_yoruba8,nul,10
sil_yoruba8,outs(,117
sil_yoruba8,set(,2
sil_yoruba8,store(,53
sil_yoruba8,use(,1
sil_yoruba_bar,any(,49
sil_yoruba_bar,dk(,16
sil_yoruba_bar,index(,29
sil_yoruba_bar,mobile:developed,1
sil_yoruba_bar,nul,10
sil_yoruba_bar,outs(,115
sil_yoruba_bar,store(,50
sil_yoruba_bar,use(,1
sil_yoruba_dot,any(,29
sil_yoruba_dot,dk(,16
sil_yoruba_dot,index(,17
sil_yoruba_dot,mobile:developed,1
sil_yoruba_dot,nul,8
sil_yoruba_dot,outs(,117
sil_yoruba_dot,store(,49
sil_yoruba_dot,use(,1
sil_yupik_cyrillic,caps,158
sil_yupik_cyrillic,store(,9
sil_yupik_cyrillic,use(,1
sil_yupik_cyrillic_ru,caps,106
sil_yupik_cyrillic_ru,mobile:developed,1
sil_yupik_cyrillic_ru,platform(,9
sil_yupik_cyrillic_ru,store(,9
sil_yupik_cyrillic_ru,use(,1
sil_ywq_plrd,nul,1
sil_ywq_plrd,store(,7
sil_ywq_plrd,use(,1
sil_zaiwa,dk(,36
sil_zaiwa,store(,7
sil_zaiwa,use(,1
sisaali,store(,8
sisaali,use(,1
slaviature,mobile:developed,1
slaviature,store(,8
slaviature,use(,1
slc_saliba,deadkey(,4
slc_saliba,dk(,15
slc_saliba,platform(,1
slc_saliba,store(,7
slc_saliba,use(,1
slp1_deva,any(,64
slp1_deva,index(,64
slp1_deva,store(,19
slp1_deva,use(,1
slp1_roman,any(,1
slp1_roman,index(,1
slp1_roman,mobile:developed,1
slp1_roman,store(,9
slp1_roman,use(,1
sogdian_phonetic,any(,5
sogdian_phonetic,index(,4
sogdian_phonetic,nul,3
sogdian_phonetic,store(,18
sogdian_phonetic,use(,1
soninke_n_ti,mobile:developed,1
soninke_n_ti,store(,8
soninke_n_ti,use(,1
soqotri_arabic,store(,9
soqotri_arabic,use(,1
sorani_behdini_arab_qwerty,caps,98
sorani_behdini_arab_qwerty,mobile:developed,1
sorani_behdini_arab_qwerty,store(,9
sorani_behdini_arab_qwerty,use(,1
soyombo,any(,10
soyombo,dk(,8
soyombo,index(,9
soyombo,mobile:developed,1
soyombo,nul,3
soyombo,store(,29
soyombo,use(,1
sp_lentan_ucsur,any(,148
sp_lentan_ucsur,mobile:developed,1
sp_lentan_ucsur,nul,2
sp_lentan_ucsur,outs(,18
sp_lentan_ucsur,store(,26
sp_lentan_ucsur,use(,1
sp_pochin_ucsur,any(,142
sp_pochin_ucsur,dk(,164
sp_pochin_ucsur,mobile:developed,1
sp_pochin_ucsur,nul,2
sp_pochin_ucsur,outs(,16
sp_pochin_ucsur,store(,38
sp_pochin_ucsur,use(,1
sp_wakalito_ucsur,any(,327
sp_wakalito_ucsur,beep,5
sp_wakalito_ucsur,context,7
sp_wakalito_ucsur,index(,4
sp_wakalito_ucsur,nul,3
sp_wakalito_ucsur,outs(,23
sp_wakalito_ucsur,store(,48
sp_wakalito_ucsur,use(,1
spanish_telex,any(,3
spanish_telex,caps,2
spanish_telex,context,2
spanish_telex,if(,4
spanish_telex,mobile:developed,1
spanish_telex,nomatch,2
spanish_telex,nul,1
spanish_telex,store(,14
spanish_telex,use(,5
srr_ajami_qwerty,any(,8
srr_ajami_qwerty,index(,7
srr_ajami_qwerty,mobile:developed,1
srr_ajami_qwerty,nul,3
srr_ajami_qwerty,store(,24
srr_ajami_qwerty,use(,2
sudest,store(,8
sudest,use(,1
sundanese,mobile:developed,1
sundanese,store(,10
sundanese,use(,1
sundanese_latin,store(,9
sundanese_latin,use(,1
sunuwar_phonetic,any(,4
sunuwar_phonetic,index(,3
sunuwar_phonetic,mobile:developed,1
sunuwar_phonetic,nul,3
sunuwar_phonetic,store(,15
sunuwar_phonetic,use(,1
swanalekha_malayalam,deadkey(,289
swanalekha_malayalam,mobile:developed,1
swanalekha_malayalam,store(,9
swanalekha_malayalam,use(,1
sxava,any(,1
sxava,mobile:developed,1
sxava,nul,3
sxava,store(,10
sxava,use(,1
sxava_eo,mobile:developed,1
sxava_eo,store(,8
sxava_eo,use(,1
sylheti_nagri,any(,1
sylheti_nagri,dk(,10
sylheti_nagri,index(,1
sylheti_nagri,mobile:developed,1
sylheti_nagri,store(,11
sylheti_nagri,use(,1
symbolic_logic,store(,8
symbolic_logic,use(,1
syriac_arabic,store(,9
syriac_arabic,use(,1
syriac_phonetic,store(,9
syriac_phonetic,use(,1
tagbanwa_inscript,any(,1
tagbanwa_inscript,mobile:developed,1
tagbanwa_inscript,nul,3
tagbanwa_inscript,store(,10
tagbanwa_inscript,use(,1
tai_lanna_thai,store(,8
tai_lanna_thai,use(,1
tai_tham_my,nul,3
tai_tham_my,store(,9
tai_tham_my,use(,1
taichow,any(,235
taichow,caps,2
taichow,context,2
taichow,if(,4
taichow,index(,227
taichow,mobile:developed,1
taichow,nomatch,2
taichow,nul,1
taichow,store(,20
taichow,use(,5
taigi_poj,any(,12
taigi_poj,caps,52
taigi_poj,context,2
taigi_poj,index(,10
taigi_poj,mobile:developed,1
taigi_poj,store(,14
taigi_poj,use(,1
taigi_sdwxv,any(,20
taigi_sdwxv,index(,20
taigi_sdwxv,mobile:developed,1
taigi_sdwxv,store(,14
taigi_sdwxv,use(,1
taigi_telex,any(,3635
taigi_telex,caps,2
taigi_telex,context,2
taigi_telex,if(,4
taigi_telex,index(,2189
taigi_telex,mobile:developed,1
taigi_telex,nomatch,2
taigi_telex,nul,145
taigi_telex,store(,89
taigi_telex,use(,5
taigi_viet_telex,any(,1735
taigi_viet_telex,caps,14
taigi_viet_telex,context,2
taigi_viet_telex,dk(,1765
taigi_viet_telex,if(,4
taigi_viet_telex,index(,1727
taigi_viet_telex,mobile:developed,1
taigi_viet_telex,nomatch,2
taigi_viet_telex,nul,145
taigi_viet_telex,store(,40
taigi_viet_telex,use(,5
tainua,store(,9
tainua,use(,1
taiwan_austronesian,any(,1
taiwan_austronesian,caps,2
taiwan_austronesian,context,2
taiwan_austronesian,if(,4
taiwan_austronesian,mobile:developed,1
taiwan_austronesian,nomatch,2
taiwan_austronesian,store(,14
taiwan_austronesian,use(,5
takri,mobile:developed,1
takri,store(,6
takri,use(,1
takri_inscript,any(,6
takri_inscript,index(,5
takri_inscript,nul,3
takri_inscript,store(,19
takri_inscript,use(,1
tangsa_lakhum,deadkey(,29
tangsa_lakhum,store(,10
tangsa_lakhum,use(,1
tawallammat_latin,any(,3
tawallammat_latin,index(,3
tawallammat_latin,mobile:developed,1
tawallammat_latin,nomatch,1
tawallammat_latin,store(,15
tawallammat_latin,use(,2
tay_latn,any(,38
tay_latn,context,3
tay_latn,index(,35
tay_latn,mobile:developed,1
tay_latn,store(,51
tay_latn,use(,1
teggargrent_lat,mobile:developed,1
teggargrent_lat,store(,8
teggargrent_lat,use(,1
tem_kdh,store(,9
tem_kdh,use(,1
tengwar_quenya,mobile:developed,1
tengwar_quenya,store(,9
tengwar_quenya,use(,1
teochew,any(,320
teochew,index(,320
teochew,mobile:developed,1
teochew,store(,14
teochew,use(,1
tfnalgonquin,store(,10
tfnalgonquin,use(,1
thai_kedmanee_mattix,dk(,2
thai_kedmanee_mattix,mobile:developed,1
thai_kedmanee_mattix,store(,9
thai_kedmanee_mattix,use(,1
thamizha_anjal_paangu,any(,10
thamizha_anjal_paangu,index(,7
thamizha_anjal_paangu,nul,5
thamizha_anjal_paangu,store(,18
thamizha_anjal_paangu,use(,1
thamizha_bamini,any(,11
thamizha_bamini,dk(,8
thamizha_bamini,index(,11
thamizha_bamini,mobile:developed,1
thamizha_bamini,store(,15
thamizha_bamini,use(,1
thamizha_new_typewriter,context,17
thamizha_new_typewriter,dk(,9
thamizha_new_typewriter,nul,26
thamizha_new_typewriter,store(,9
thamizha_new_typewriter,use(,1
thamizha_tamil99_ext,any(,13
thamizha_tamil99_ext,context,32
thamizha_tamil99_ext,dk(,20
thamizha_tamil99_ext,index(,10
thamizha_tamil99_ext,nul,3
thamizha_tamil99_ext,outs(,3
thamizha_tamil99_ext,store(,21
thamizha_tamil99_ext,use(,1
tibetan_direct_input,any(,13
tibetan_direct_input,beep,1
tibetan_direct_input,caps,4
tibetan_direct_input,context,3
tibetan_direct_input,dk(,39
tibetan_direct_input,index(,8
tibetan_direct_input,nomatch,2
tibetan_direct_input,nul,7
tibetan_direct_input,outs(,37
tibetan_direct_input,store(,32
tibetan_direct_input,use(,6
tibetan_ewts,any(,348
tibetan_ewts,index(,117
tibetan_ewts,nul,12
tibetan_ewts,store(,26
tibetan_ewts,use(,1
tirhuta,store(,8
tirhuta,use(,1
tlahuica,dk(,49
tlahuica,mobile:developed,1
tlahuica,store(,9
tlahuica,use(,1
todhri,any(,1
todhri,nul,3
todhri,store(,9
todhri,use(,1
tohono_oodham,mobile:developed,1
tohono_oodham,store(,7
tohono_oodham,use(,1
triqui_itunyoso,any(,697
triqui_itunyoso,caps,82
triqui_itunyoso,context,585
triqui_itunyoso,deadkey(,24
triqui_itunyoso,dk(,161
triqui_itunyoso,if(,34
triqui_itunyoso,index(,99
triqui_itunyoso,match,1
triqui_itunyoso,mobile:developed,1
triqui_itunyoso,nomatch,2
triqui_itunyoso,nul,4
triqui_itunyoso,outs(,5
triqui_itunyoso,set(,6
triqui_itunyoso,store(,23
triqui_itunyoso,use(,6
tsakonian,store(,9
tsakonian,use(,1
tuareg_tifinagh,store(,8
tuareg_tifinagh,use(,1
turkmen_cyrl,deadkey(,31
turkmen_cyrl,mobile:developed,1
turkmen_cyrl,store(,8
turkmen_cyrl,use(,1
txo_toto,any(,1
txo_toto,nul,3
txo_toto,store(,10
txo_toto,use(,1
udi_keyboard,any(,4
udi_keyboard,dk(,17
udi_keyboard,index(,4
udi_keyboard,mobile:developed,1
udi_keyboard,store(,16
udi_keyboard,use(,1
ugaritic,any(,2
ugaritic,index(,1
ugaritic,nul,3
ugaritic,store(,11
ugaritic,use(,1
ukwuani,mobile:developed,1
ukwuani,store(,8
ukwuani,use(,1
uma_graphic,mobile:developed,1
uma_graphic,store(,8
uma_graphic,use(,1
uma_phonetic,store(,8
uma_phonetic,use(,1
unifon,caps,52
unifon,store(,8
unifon,use(,1
urdu_dvorak,any(,58
urdu_dvorak,mobile:developed,1
urdu_dvorak,store(,9
urdu_dvorak,use(,1
urdu_phonetic,nul,2
urdu_phonetic,store(,10
urdu_phonetic,use(,1
urdu_phonetic_crulp,nul,1
urdu_phonetic_crulp,store(,9
urdu_phonetic_crulp,use(,1
venetia_et_histria,any(,10
venetia_et_histria,dk(,4
venetia_et_histria,index(,10
venetia_et_histria,store(,26
venetia_et_histria,use(,1
vietnam,any(,3246
vietnam,caps,2
vietnam,context,188
vietnam,dk(,102
vietnam,if(,4
vietnam,index(,2067
vietnam,mobile:developed,1
vietnam,nomatch,2
vietnam,nul,2
vietnam,store(,240
vietnam,use(,5
vietnamese_telex,any(,60
vietnamese_telex,if(,26128
vietnamese_telex,index(,60
vietnamese_telex,mobile:developed,1
vietnamese_telex,store(,15
vietnamese_telex,use(,1
vietnamese_telex_legacy,any(,60
vietnamese_telex_legacy,index(,60
vietnamese_telex_legacy,mobile:developed,1
vietnamese_telex_legacy,store(,13
vietnamese_telex_legacy,use(,1
vietnamese_vni,any(,30
vietnamese_vni,if(,13064
vietnamese_vni,index(,30
vietnamese_vni,mobile:developed,1
vietnamese_vni,store(,15
vietnamese_vni,use(,1
vithkuqi,any(,10
vithkuqi,caps,56
vithkuqi,dk(,20
vithkuqi,index(,10
vithkuqi,match,1
vithkuqi,store(,28
vithkuqi,use(,2
vm_tamil_modular,store(,11
vm_tamil_modular,use(,1
vm_tamil_typewriter,nul,2
vm_tamil_typewriter,store(,11
vm_tamil_typewriter,use(,1
wakhi,mobile:developed,1
wakhi,store(,10
wakhi,use(,1
wakhi_anglicized,caps,52
wakhi_anglicized,mobile:developed,1
wakhi_anglicized,store(,8
wakhi_anglicized,use(,1
wakhi_cyrillic,mobile:developed,1
wakhi_cyrillic,store(,8
wakhi_cyrillic,use(,1
wakhi_standard,any(,2
wakhi_standard,deadkey(,20
wakhi_standard,index(,2
wakhi_standard,mobile:developed,1
wakhi_standard,store(,11
wakhi_standard,use(,1
wali,any(,6
wali,index(,6
wali,mobile:developed,1
wali,store(,14
wali,use(,1
wancho,store(,7
wancho,use(,1
warang_citi,any(,24
warang_citi,context,4
warang_citi,index(,2
warang_citi,mobile:developed,1
warang_citi,store(,27
warang_citi,use(,1
way,any(,2
way,index(,2
way,mobile:developed,1
way,store(,10
way,use(,1
wenchow,any(,15
wenchow,caps,2
wenchow,context,2
wenchow,if(,4
wenchow,index(,12
wenchow,mobile:developed,1
wenchow,nomatch,2
wenchow,nul,1
wenchow,store(,17
wenchow,use(,5
winchus,any(,10
winchus,caps,54
winchus,dk(,13
winchus,index(,10
winchus,match,1
winchus,mobile:developed,1
winchus,store(,24
winchus,use(,2
wolofal,mobile:developed,1
wolofal,store(,9
wolofal,use(,1
wyandot,any(,1
wyandot,deadkey(,2
wyandot,index(,1
wyandot,mobile:developed,1
wyandot,store(,8
wyandot,use(,1
xinaliq,any(,3
xinaliq,index(,3
xinaliq,mobile:developed,1
xinaliq,platform(,2
xinaliq,store(,20
xinaliq,use(,1
xpert,caps,52
xpert,store(,8
xpert,use(,1
yezidi,any(,1
yezidi,mobile:developed,1
yezidi,nul,3
yezidi,store(,10
yezidi,use(,1
yiddish_hebrew,any(,3
yiddish_hebrew,index(,3
yiddish_hebrew,store(,16
yiddish_hebrew,use(,1
yiddish_pasekh,any(,66
yiddish_pasekh,context,28
yiddish_pasekh,index(,51
yiddish_pasekh,mobile:developed,1
yiddish_pasekh,nul,3
yiddish_pasekh,store(,20
yiddish_pasekh,use(,1
yidgha,store(,10
yidgha,use(,1
yo,store(,8
yo,use(,1
younger_futhark_short_twig,any(,1
younger_futhark_short_twig,nul,3
younger_futhark_short_twig,store(,10
younger_futhark_short_twig,use(,1
zanabazar_square,any(,10
zanabazar_square,dk(,8
zanabazar_square,index(,9
zanabazar_square,mobile:developed,1
zanabazar_square,nul,3
zanabazar_square,store(,27
zanabazar_square,use(,1
zanan,mobile:developed,1
zanan,nul,6
zanan,store(,8
zanan,use(,1
zou_script_and_numerals,store(,9
zou_script_and_numerals,use(,1
